subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
sci	SC12	地学	「中生代」の地層から見つかる代表的な示準化石の組み合わせはどれ？	"[""三葉虫・フズリナ"", ""アンモナイト・恐竜"", ""ビカリア・ナウマンゾウ"", ""サンゴ・アサリ""]"	1	アンモナイト・恐竜	アンモナイトと恐竜は、中生代（約2.5億年前〜0.66億年前）を代表する化石です。	easy
sci	SC12	地学	古生代を代表する示準化石として正しいものはどれ？	"[""アンモナイト"", ""三葉虫"", ""デスモスチルス"", ""マンモス""]"	1	三葉虫	三葉虫やフズリナは、古生代（恐竜より前の時代）を代表する示準化石です。	normal
sci	SC12	地学	地層から「サンゴ」の化石が見つかった場合、当時の環境はどのようなものだったと推測できる？	"[""冷たくて深い海"", ""暖かくて浅いきれいな海"", ""流れの速い川の河口"", ""広大な湿地帯""]"	1	暖かくて浅いきれいな海	サンゴは現代でも暖かく浅い海に住んでいるため、その化石は当時の環境を示す「示相化石」となります。	easy
sci	SC12	地学	サンゴやフズリナの死骸が積もってできた岩石で、塩酸をかけると二酸化炭素を出すのはどれ？	"[""チャート"", ""石灰岩"", ""凝灰岩"", ""砂岩""]"	1	石灰岩	石灰岩は炭酸カルシウムが主成分で、塩酸に反応して二酸化炭素の泡を出すのが大きな特徴です。	normal
sci	SC12	地学	放散虫などの死骸からできた非常に硬い岩石で、塩酸をかけても反応しないものはどれ？	"[""石灰岩"", ""チャート"", ""大理石"", ""泥岩""]"	1	チャート	チャートは二酸化ケイ素が主成分で、堆積岩の中で最も硬く、塩酸には反応しません。	normal
sci	SC12	地学	火山灰などが押し固められてできた岩石を何という？	"[""石灰岩"", ""凝灰岩（ぎょうかいがん）"", ""安山岩"", ""花崗岩""]"	1	凝灰岩（ぎょうかいがん）	火山の噴火による噴出物が積もってできた岩石です。粒が角ばっているのが特徴です。	easy
sci	SC12	地学	離れた場所にある地層どうしを比べる際、目印となる「凝灰岩」の層を何という？	"[""断層"", ""鍵層（かぎそう）"", ""不整合面"", ""地層累重""]"	1	鍵層（かぎそう）	火山噴火は広い範囲に一瞬で火山灰を降らせるため、凝灰岩の層は地層のつながりを知る良い目印（鍵層）になります。	normal
sci	SC12	地学	火山の噴火時に放出される「火山ガス」の中で、最も多く含まれている成分は何？	"[""二酸化炭素"", ""水蒸気"", ""二酸化硫黄"", ""窒素""]"	1	水蒸気	火山ガスの成分の約90%以上は水蒸気です。	easy
sci	SC12	地学	高温の火山灰やガスが一体となり、時速100km以上の猛スピードで斜面を流れ下る現象を何という？	"[""溶岩流"", ""火砕流（かさいりゅう）"", ""火山泥流"", ""地すべり""]"	1	火砕流（かさいりゅう）	火砕流は非常に高温で速いため、火山の災害の中でも極めて危険な現象です。	normal
sci	SC12	地学	地下深くでマグマが「ゆっくり」冷えて固まった岩石に見られる、大きな結晶が組み合わさった組織を何という？	"[""斑状組織"", ""等粒状組織"", ""非晶質組織"", ""層状組織""]"	1	等粒状組織	ゆっくり冷えることで結晶が大きく成長し、同じような大きさの粒が隙間なく並ぶ「等粒状組織」になります。	normal
sci	SC12	地学	地表付近でマグマが「急激に」冷えて固まった岩石に見られる、大きな結晶と細かい粒が混ざった組織を何という？	"[""等粒状組織"", ""斑状組織"", ""へき開"", ""柱状節理""]"	1	斑状組織	急に冷えると、大きな結晶（斑晶）と、結晶になれなかった細かい部分（石基）に分かれます。	normal
sci	SC12	地学	斑状組織において、大きな結晶のまわりを埋めている、肉眼では見えないほど細かい粒の部分を何という？	"[""斑晶（はんしょう）"", ""石基（せっき）"", ""石英"", ""長石""]"	1	石基（せっき）	急激に冷やされたため、大きな結晶になれなかった部分を石基といいます。	normal
sci	SC12	地学	深成岩（地下深くで固まった岩石）の代表例で、白っぽく、墓石などにも使われる岩石はどれ？	"[""玄武岩"", ""安山岩"", ""花崗岩（かこうがん）"", ""流紋岩""]"	2	花崗岩（かこうがん）	花崗岩は石英や長石を多く含むため白っぽく見え、等粒状組織を持つ深成岩です。	normal
sci	SC12	地学	日本に最も多く見られる火山岩で、色は灰色、粘り気が中程度のマグマからできる岩石はどれ？	"[""玄武岩"", ""安山岩（あんざんがん）"", ""流紋岩"", ""花崗岩""]"	1	安山岩（あんざんがん）	日本の火山の多くはこの安山岩でできており、富士山のような形の火山を作る傾向があります。	normal
sci	SC12	地学	日本付近で巨大な地震が発生する主な原因は、どのプレートがどのプレートの下に沈み込むため？	"[""大陸プレートが海洋プレートの下へ"", ""海洋プレートが大陸プレートの下へ"", ""2つのプレートが横にずれるため"", ""プレートが下から湧き出すため""]"	1	海洋プレートが大陸プレートの下へ	重い海洋プレートが大陸プレートの下へ沈み込み、そのひずみが限界に達して跳ね上がるときに地震が起きます。	normal
sci	SC12	地学	地震の揺れが発生した地下の具体的な地点を何という？	"[""震央"", ""震源"", ""震度"", ""マグニチュード""]"	1	震源	地下の発生場所を「震源」、その真上の地表の地点を「震央」といいます。	easy
sci	SC12	地学	地震の波のうち、最初に届く速い波（P波）による小さな揺れを何という？	"[""主要動"", ""初期微動"", ""余震"", ""本震""]"	1	初期微動	P波（Primary wave）によって起こる、最初のガタガタという小さな揺れのことです。	easy
sci	SC12	地学	地震の波のうち、後から届く遅い波（S波）による大きな揺れを何という？	"[""初期微動"", ""主要動"", ""津波"", ""緊急地震速報""]"	1	主要動	S波（Secondary wave）によって起こる、後から来るユサユサという大きな揺れのことです。	easy
sci	SC12	地学	地震の揺れの「強さ」を場所ごとに表した尺度を何という？	"[""マグニチュード"", ""震度"", ""震央"", ""ガル""]"	1	震度	震度はその場所での揺れの大きさを表し、日本では0から7までの10段階（5と6は強・弱がある）で表します。	easy
sci	SC12	地学	地震そのものの「規模（エネルギーの大きさ）」を表す単位を何という？	"[""震度"", ""マグニチュード"", ""震源"", ""ヘクトパスカル""]"	1	マグニチュード	地震のエネルギーの大きさを表すのがマグニチュード、各地の揺れの強さを表すのが震度です。	easy
sci	SC12	地学	チャートと石灰岩を見分ける方法として、最も適切なものはどれ？	"[""ルーペで結晶を見る"", ""うすい塩酸をかける"", ""水に浮くか試す"", ""色を確認する""]"	1	うすい塩酸をかける	石灰岩は泡（二酸化炭素）を出しますが、チャートは反応しません。	normal
sci	SC12	地学	深成岩ができる場所と、冷え方の組み合わせとして正しいものはどれ？	"[""地表付近・ゆっくり"", ""地表付近・急激に"", ""地下深く・ゆっくり"", ""地下深く・急激に""]"	2	地下深く・ゆっくり	地下深くで周囲の熱によりゆっくり冷えるため、大きな結晶が育ちます。	normal
sci	SC12	地学	火山岩ができる場所と、冷え方の組み合わせとして正しいものはどれ？	"[""地表付近・ゆっくり"", ""地表付近・急激に"", ""地下深く・ゆっくり"", ""地下深く・急激に""]"	1	地表付近・急激に	火山岩はマグマが地表やその近くで急に冷えて固まるため、斑状組織になります。	normal
sci	SC12	地学	初期微動が始まってから主要動が始まるまでの時間を何という？	"[""P波時間"", ""S波時間"", ""初期微動継続時間"", ""震源距離""]"	2	初期微動継続時間	この時間は震源からの距離に比例するため、震源までの遠さを計算するのに使われます。	hard
sci	SC12	地学	石灰岩にうすい塩酸をかけたときに発生する気体は何？	"[""酸素"", ""水素"", ""二酸化炭素"", ""アンモニア""]"	2	二酸化炭素	石灰岩の主成分である炭酸カルシウムが塩酸と反応して二酸化炭素が発生します。	easy
sci	SC12	地学	堆積岩の中で、最も硬く、火打ち石として使われることもある岩石は？	"[""泥岩"", ""砂岩"", ""石灰岩"", ""チャート""]"	3	チャート	チャートは非常に硬い二酸化ケイ素からできているため、鉄くぎでも傷がつきにくいです。	normal
sci	SC12	地学	マグマが冷えて固まってできた岩石をまとめて何という？	"[""堆積岩"", ""火成岩"", ""変成岩"", ""化石岩""]"	1	火成岩	火成岩は、火山岩（急冷）と深成岩（徐冷）の2つに大きく分けられます。	easy
sci	SC12	地学	震源の真上にある地表の地点を何という？	"[""震央（しんおう）"", ""震度"", ""断層面"", ""プレート境界""]"	0	震央（しんおう）	地下の発生場所が震源、その真上の地表のポイントが震央です。	normal
sci	SC12	地学	火山岩の組織で、大きな結晶部分のことを何という？	"[""石基"", ""斑晶（はんしょう）"", ""しゅう曲"", ""節理""]"	1	斑晶（はんしょう）	マグマが地下にあるときにある程度育っていた大きな結晶を斑晶といいます。	normal
sci	SC12	地学	花崗岩に含まれる主な鉱物のうち、無色で不規則な形をしており、ガラスのような光沢があるものは？	"[""石英"", ""長石"", ""黒雲母"", ""角閃石""]"	0	石英	石英は無色透明または白っぽく、決まった方向に割れにくい特徴があります。	hard
sci	SC12	地学	火山ガスに含まれる二酸化硫黄などの成分により、噴火口付近で特有の臭いがすることがある。この臭いを例えて何という？	"[""腐った卵のような臭い"", ""焦げたような臭い"", ""甘い臭い"", ""無臭""]"	0	腐った卵のような臭い	二酸化硫黄や硫化水素などの成分が含まれるため、特有の刺激臭がします。	normal
sci	SC12	地学	地層において、下の層ほど古く、上の層ほど新しいという法則を何という？	"[""地層累重（るいじゅう）の法則"", ""整合の法則"", ""不整合の法則"", ""化石の法則""]"	0	地層累重（るいじゅう）の法則	地殻変動で逆転しない限り、下にある地層ほど先に積もった古いものであるという基本原則です。	hard
sci	SC12	地学	「新生代」を代表する示準化石の組み合わせはどれ？	"[""三葉虫・アンモナイト"", ""恐竜・フズリナ"", ""ビカリア・ナウマンゾウ"", ""サンゴ・アサリ""]"	2	ビカリア・ナウマンゾウ	ビカリア（巻貝）やナウマンゾウ、メタセコイアなどは、新生代を代表する化石です。	normal
sci	SC12	地学	堆積岩のうち、粒の大きさが0.06mm以下で、手で触るとツルツルしているものはどれ？	"[""れき岩"", ""砂岩"", ""泥岩"", ""凝灰岩""]"	2	泥岩	粒の大きさが最も小さいものが泥岩、次が砂岩、最も大きいのがれき岩です。	normal
sci	SC12	地学	火山ガスの主成分である水蒸気が、冷えて雲のようになることで見える白い煙を何という？	"[""噴煙"", ""火砕流"", ""溶岩"", ""火山泥流""]"	0	噴煙	火山から立ち上る煙のようなものを噴煙といい、その多くは水蒸気や火山灰です。	easy
sci	SC12	地学	地震の揺れが伝わる速さについて、正しい説明はどれ？	"[""P波の方がS波より速い"", ""S波の方がP波より速い"", ""どちらも同じ速さ"", ""場所によってどちらが速いか変わる""]"	0	P波の方がS波より速い	P波（Primary=最初の）が先に届き、S波（Secondary=二番目の）が後から届きます。	easy
sci	SC12	地学	土地が隆起して海面上に出ると、地層はどうなりやすい？	"[""さらに厚く積もる"", ""雨や風に削られる（浸食される）"", ""岩石が溶けてマグマになる"", ""化石が新しく作られる""]"	1	雨や風に削られる（浸食される）	陸地に出ると、雨や川の流れによって地層が削られ、不整合の原因となります。	normal
sci	SC12	地学	地震計の記録から「初期微動継続時間」が長いことがわかった。このとき震源からの距離はどう言える？	"[""震源に近い"", ""震源から遠い"", ""震源の深さが浅い"", ""距離とは関係ない""]"	1	震源から遠い	P波とS波の到着時刻の差（初期微動継続時間）は、震源から遠くなるほど大きくなります。	hard
sci	SC12	地学	地震で、P波が届いてからS波が届くまでの間に続く小さな揺れの時間を何といいますか？	"[""主要動継続時間"",""初期微動継続時間"",""地震発生時間"",""震源距離時間""]"	1	初期微動継続時間	P波とS波の到着時刻の差を「初期微動継続時間」といいます。	easy
sci	SC12	地学	初期微動継続時間の長さと「震源からの距離」の関係について、正しいものはどれですか？	"[""震源から遠いほど長くなる"",""震源から遠いほど短くなる"",""距離に関わらず一定である"",""震源の深さだけで決まる""]"	0	震源から遠いほど長くなる	初期微動継続時間は「震源からの距離」に比例するため、遠いほど長くなります。	normal
sci	SC12	地学	日本の気象庁が定めている「震度」は、全部で何段階ありますか？	"[""7段階"",""8段階"",""10段階"",""12段階""]"	2	10段階	0〜4、5弱・5強、6弱・6強、7の合計10段階で表されます。	easy
sci	SC12	地学	気象庁の震度階級において、「弱」と「強」に分かれている震度はどれですか？	"[""震度3と4"",""震度4と5"",""震度5と6"",""震度6と7""]"	2	震度5と6	震度5と震度6には、それぞれ「弱」と「強」の設定があります。	normal
sci	SC12	地学	地震そのものの規模や、エネルギーの大きさを表す数値を何といいますか？	"[""震度"",""マグニチュード"",""震央"",""ガル""]"	1	マグニチュード	揺れの強さを表す「震度」に対し、地震のエネルギー自体を「マグニチュード」といいます。	easy
sci	SC12	地学	地震のマグニチュードの値が「1」大きくなると、地震のエネルギーは約何倍になりますか？	"[""約2倍"",""約10倍"",""約32倍"",""約100倍""]"	2	約32倍	マグニチュードが1増えるとエネルギーは約32倍、2増えると約1000倍になります。	hard
sci	SC12	地学	震源から90kmの地点にP波が届いたのが8時12分22秒、195kmの地点が8時12分36秒でした。P波の速さは？	"[""5.5km/s"",""7.5km/s"",""8.0km/s"",""14.0km/s""]"	1	7.5km/s	（195-90）÷（36-22）＝105÷14＝7.5km/sとなります。	hard
sci	SC12	地学	「侵食作用」「運搬作用」と並ぶ、流れる水の3つのはたらきのうち、土砂を積もらせるものは？	"[""風化作用"",""堆積作用"",""凝固作用"",""溶解作用""]"	1	堆積作用	流水には、削る「侵食」、運ぶ「運搬」、積もらせる「堆積」の3つのはたらきがあります。	easy
sci	SC12	地学	流れる水が土地を削るはたらきを何といいますか？	"[""侵食作用"",""運搬作用"",""堆積作用"",""風化作用""]"	0	侵食作用	水が地表を削り取っていくことを「侵食（しんしょく）」といいます。	easy
sci	SC12	地学	曲がって流れる川において、流れが最も速くなっているのはどこの部分ですか？	"[""カーブの内側"",""カーブの外側"",""川の真ん中"",""川の底""]"	1	カーブの外側	川が曲がっている場所では、遠心力の影響で「外側」の流れが速くなります。	normal
sci	SC12	地学	曲がって流れる川の「内側」では、どのようなことが起きやすいですか？	"[""流れが速くなり、がけができる"",""流れが遅くなり、土砂が積もる"",""岩が削られて深い谷ができる"",""水が激しく渦を巻く""]"	1	流れが遅くなり、土砂が積もる	内側は流れが遅いため、運ばれてきた土砂が積もって「川原」ができやすくなります。	normal
sci	SC12	地学	川の上流で見られる、流れの速い水が川底を深く削ることでできた、アルファベットの形に似た谷は？	"[""U字谷"",""V字谷"",""W字谷"",""S字谷""]"	1	V字谷	急な斜面を流れる速い水が川底を削り、断面がVの字になった谷を「V字谷」といいます。	easy
sci	SC12	地学	川が山地から平地に出る所で、流れが急に遅くなって土砂が扇の形に積もった地形を何といいますか？	"[""三角州"",""扇状地"",""三日月湖"",""段丘""]"	1	扇状地	山から平地へ出る場所で、流速が落ちて重い石などが積もってできるのが「扇状地」です。	easy
sci	SC12	地学	扇状地（せんじょうち）という地形に見られる、土地の大きな特徴はどれですか？	"[""水はけが良い"",""常に湿っている"",""細かい泥だけでできている"",""標高が海面より低い""]"	0	水はけが良い	扇状地は小石などが多く積もっているため、水はけが良いのが特徴です。	normal
sci	SC12	地学	川が海や湖に流れ込む河口付近で、細かい砂や泥が積もってできた平らな地形を何といいますか？	"[""扇状地"",""V字谷"",""三角州"",""砂丘""]"	2	三角州	最も下流の河口付近で、流れが止まって細かい砂などが積もった地形を「三角州」といいます。	easy
sci	SC12	地学	三角州（さんかくす）は、川のどのあたりに形成される地形ですか？	"[""川の源流付近"",""川の上流（山の出口）"",""川の中流"",""川の最も下流（河口）""]"	3	川の最も下流（河口）	川が海や湖に注ぎ込む「河口」付近に、ギリシャ文字のΔ（デルタ）のような形でできます。	normal
sci	SC12	地学	平地を流れる川が、わずかな地形の変化によってクネクネと曲がって流れることを何といいますか？	"[""蛇行"",""風化"",""堆積"",""断層""]"	0	蛇行	傾斜のゆるやかな場所で、川が大きくカーブしながら流れる様子を「蛇行」といいます。	easy
sci	SC12	地学	川の蛇行が激しくなり、洪水などで新しい流路ができて取り残された、古い川の跡の池を何といいますか？	"[""カルデラ湖"",""三日月湖"",""ダム湖"",""断層湖""]"	1	三日月湖	ショートカットされて取り残された古い川の跡は、その形から「三日月湖」と呼ばれます。	normal
sci	SC12	地学	岩石が長い間、雨風や温度変化にさらされて、もろくボロボロになっていく現象を何といいますか？	"[""侵食"",""風化"",""運搬"",""堆積""]"	1	風化	地表の岩石が自然環境の影響で壊れていく現象を「風化（ふうか）」といいます。	easy
sci	SC12	地学	川の石の「大きさ」と「形」は、上流から下流へ行くにつれてどのように変化しますか？	"[""大きく、角ばっていく"",""大きく、丸くなっていく"",""小さく、角ばっていく"",""小さく、丸くなっていく""]"	3	小さく、丸くなっていく	流される間にぶつかったり削られたりするため、下流ほど小さく丸くなります。	normal
sci	SC12	地学	川の下流にある石が、上流の石に比べて「丸み」を帯びている理由として正しいものは？	"[""もともと丸い石が下流にあるから"",""流される間に石同士がぶつかって削られたから"",""海からの波によって削られたから"",""風化によって石が溶けたから""]"	1	流される間に石同士がぶつかって削られたから	川を流れる間に、石同士の衝突や侵食作用によって角がとれていきます。	normal
sci	SC12	地学	「ある地点での揺れの強さ」をあらわす言葉として正しいものはどれですか？	"[""マグニチュード"",""震度"",""震源"",""初期微動""]"	1	震度	地震そのものの大きさではなく、観測地点ごとの揺れの強さを「震度」といいます。	easy
sci	SC12	地学	流水の「運搬作用」とは、どのようなはたらきのことですか？	"[""土地を削るはたらき"",""土砂を運ぶはたらき"",""土砂を積もらせるはたらき"",""岩をボロボロにするはたらき""]"	1	土砂を運ぶはたらき	削り取った土砂を、水の流れに乗せて下流へ運ぶことを「運搬」といいます。	easy
sci	SC12	地学	流水の3つの作用のうち、川の勾配が急な「上流」で最も激しく行われるのはどれですか？	"[""侵食作用"",""堆積作用"",""風化作用"",""凝固作用""]"	0	侵食作用	上流は流れが速いため、川底や岸を削る「侵食作用」が最も強くはたらきます。	normal
sci	SC12	地学	川の「三角州」と「扇状地」を比べたとき、より粒の小さい「泥」などが積もってできているのはどっち？	"[""扇状地"",""三角州"",""どちらも同じ"",""どちらも泥は含まない""]"	1	三角州	扇状地は比較的重い小石などが積もりますが、三角州は最も下流まで運ばれた細かい泥などが積もります。	hard
