subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
jp	JP02	文法・言葉のきまり	「善」も「良」も「よい」という意味です。このように似た意味の漢字を重ねた熟語はどれ？	"[""善良"",""今昔"",""決心"",""血管""]"	0	善良	「善」と「良」はどちらも「よい」という意味。同じ性質の漢字を並べています。	easy
jp	JP02	文法・言葉のきまり	二字熟語「善良」の組み立てとして正しいものはどれ？	"[""似た意味の漢字を重ねた"",""反対の意味の字を組み合わせた"",""上の字が下の字を修飾している"",""下の字が上の字の目的語になっている""]"	0	似た意味の漢字を重ねた	「善い（よい）」と「良い（よい）」という、似た意味の漢字を組み合わせています。	easy
jp	JP02	文法・言葉のきまり	「今（現在）」と「昔（過去）」のように、反対の意味の漢字で構成される熟語はどれ？	"[""今昔"",""禁止"",""漢字"",""指名""]"	0	今昔	現在と過去という、対立する時間の意味を持つ漢字の組み合わせです。	easy
jp	JP02	文法・言葉のきまり	二字熟語「今昔」の組み立てとして正しいものはどれ？	"[""反対の意味の字を組み合わせた"",""似た意味の漢字を重ねた"",""上の字が下の字を修飾している"",""上の字が主語、下の字が述語になっている""]"	0	反対の意味 of 字を組み合わせた	「今」と「昔」という、反対の意味を持つ漢字がセットになっています。	easy
jp	JP02	文法・言葉のきまり	「心を決める」というように、「〜を…する」という目的語の関係にある熟語はどれ？	"[""決心"",""県営"",""永住"",""保護""]"	0	決心	「心」を「決める」。動作の対象（目的語）が下の字に来る構成です。	normal
jp	JP02	文法・言葉のきまり	二字熟語「決心」の組み立てとして正しいものはどれ？	"[""下の字が上の字の目的語になっている"",""上の字が主語、下の字が述語になっている"",""上の字が下の字を修飾している"",""似た意味の漢字を重ねた""]"	0	下の字が上の字の目的語になっている	「心を決める」という、下の字が動作の対象（目的語）になる組み立てです。	normal
jp	JP02	文法・言葉のきまり	「県が経営する」というように、主語と述語の関係で成り立っている熟語はどれ？	"[""県営"",""血管"",""往復"",""古書""]"	0	県営	「県（主語）」が「営む（述語）」という、主述の関係です。	normal
jp	JP02	文法・言葉のきまり	二字熟語「県営」の組み立てとして正しいものはどれ？	"[""上の字が主語、下の字が述語になっている"",""下の字が上の字の目的語になっている"",""上の字が下の字を修飾している"",""反対の意味の字を組み合わせた""]"	0	上の字が主語、下の字が述語になっている	「県が経営する」という、上の字が主語、下の字が述語の関係です。	normal
jp	JP02	文法・言葉のきまり	「血液が流れる管」というように、上の字が下の字の内容を限定・説明している熟語はどれ？	"[""血管"",""授受"",""着席"",""禁止""]"	0	血管	「血の（が流れる）」という言葉が、下の「管」を詳しく説明しています。	normal
jp	JP02	文法・言葉のきまり	二字熟語「血管」の組み立てとして正しいものはどれ？	"[""上の字が下の字を修飾している"",""下の字が上の字の目的語になっている"",""上の字が主語、下の字が述語になっている"",""似た意味の漢字を重ねた""]"	0	上の字が下の字を修飾している	「どんな管か」を上の「血」が詳しく説明（修飾）しています。	normal
jp	JP02	文法・言葉のきまり	「授ける」と「受ける」のように、反対の動作を組み合わせて「やりとり」を意味する熟語はどれ？	"[""授受"",""禁止"",""会員"",""指名""]"	0	授受	「授（さずける）」と「受（うける）」という、反対の動作のセットです。	normal
jp	JP02	文法・言葉のきまり	二字熟語「授受」の組み立てとして正しいものはどれ？	"[""反対の意味の字を組み合わせた"",""似た意味の漢字を重ねた"",""上の字が下の字を修飾している"",""下の字が上の字の目的語になっている""]"	0	反対の意味の字を組み合わせた	「授ける」と「受ける」という、対照的な動作を組み合わせています。	normal
jp	JP02	文法・言葉のきまり	「席に着く」というように、下の字が目的語（〜に…する）になっている熟語はどれ？	"[""着席"",""永住"",""保護"",""往復""]"	0	着席	「席」に「着（つく）」。場所や対象を表す漢字が下に来ています。	normal
jp	JP02	文法・言葉のきまり	二字熟語「着席」の組み立てとして正しいものはどれ？	"[""下の字が上の字の目的語になっている"",""上の字が下の字を修飾している"",""上の字が主語、下の字が述語になっている"",""似た意味の漢字を重ねた""]"	0	下の字が上の字の目的語になっている	「席に着く」という、下の字が動作の対象や場所（目的語）になる構成です。	normal
jp	JP02	文法・言葉のきまり	「永く住む」というように、上の字が状態や程度を説明している熟語はどれ？	"[""永住"",""着席"",""禁止"",""善良""]"	0	永住	「永く」という副詞的な働きをする字が、下の「住む」を詳しく説明しています。	normal
jp	JP02	文法・言葉のきまり	二字熟語「永住」の組み立てとして正しいものはどれ？	"[""上の字が下の字を修飾している"",""下の字が上の字の目的語になっている"",""上の字が主語、下の字が述語になっている"",""似た意味の漢字を重ねた""]"	0	上の字が下の字を修飾している	「永く（ながく）」という字が、下の「住む」という動作を詳しく説明（修飾）しています。	normal
jp	JP02	文法・言葉のきまり	「禁じる」と「止める」のように、似た意味の動詞的な漢字を重ねた熟語はどれ？	"[""禁止"",""往復"",""漢字"",""県営""]"	0	禁止	どちらも「させない」という強い制止を意味する漢字の組み合わせです。	easy
jp	JP02	文法・言葉のきまり	二字熟語「禁止」の組み立てとして正しいものはどれ？	"[""似た意味の漢字を重ねた"",""反対の意味の字を組み合わせた"",""上の字が下の字を修飾している"",""下の字が上の字の目的語になっている""]"	0	似た意味の漢字を重ねた	「禁じる」と「止める」という、似た意味を持つ漢字を重ねて強調しています。	easy
jp	JP02	文法・言葉のきまり	「漢（中国）の文字」というように、上の字が種類を限定している熟語はどれ？	"[""漢字"",""古書"",""会員"",""保護""]"	0	漢字	単なる文字ではなく「漢の」文字であると、上の字が限定しています。	normal
jp	JP02	文法・言葉のきまり	二字熟語「漢字」の組み立てとして正しいものはどれ？	"[""上の字が下の字を修飾している"",""下の字が上の字の目的語になっている"",""上の字が主語、下の字が述語になっている"",""似た意味の漢字を重ねた""]"	0	上の字が下の字を修飾している	「どんな文字か」を上の「漢」という字が詳しく説明（修飾）しています。	normal
jp	JP02	文法・言葉のきまり	「名前を指し示す」というように、下の字が動作の対象（目的語）になっている熟語はどれ？	"[""指名"",""県営"",""往復"",""清潔""]"	0	指名	「名（前）」を「指（し示す）」。下の字が目的語になっています。	normal
jp	JP02	文法・言葉のきまり	二字熟語「指名」の組み立てとして正しいものはどれ？	"[""下の字が上の字の目的語になっている"",""上の字が主語、下の字が述語になっている"",""上の字が下の字を修飾している"",""反対の意味の字を組み合わせた""]"	0	下の字が上の字の目的語になっている	「名を指す」という「〜を…する」の関係（目的語）でできています。	normal
jp	JP02	文法・言葉のきまり	「保（たもつ）」と「護（まもる）」のように、似た意味の漢字を組み合わせた熟語はどれ？	"[""保護"",""往復"",""古書"",""給食""]"	0	保護	どちらも「状態を維持し守る」という意味の漢字を組み合わせています。	easy
jp	JP02	文法・言葉のきまり	二字熟語「保護」の組み立てとして正しいものはどれ？	"[""似た意味の漢字を重ねた"",""反対の意味の字を組み合わせた"",""上の字が下の字を修飾している"",""下の字が上の字の目的語になっている""]"	0	似た意味の漢字を重ねた	「保つ（たもつ）」と「護る（まもる）」という、似た意味の漢字を重ねています。	easy
jp	JP02	文法・言葉のきまり	「古い書物」というように、上の字が性質を説明し、下の字が対象を表している熟語はどれ？	"[""古書"",""禁止"",""授受"",""頭痛""]"	0	古書	「古い」という状態が、下の「書物」の内容を詳しく説明しています。	easy
jp	JP02	文法・言葉のきまり	二字熟語「古書」の組み立てとして正しいものはどれ？	"[""上の字が下の字を修飾している"",""下の字が上の字の目的語になっている"",""上の字が主語、下の字が述語になっている"",""似た意味の漢字を重ねた""]"	0	上の字が下の字を修飾している	「どんな書物か」を上の「古」という字が詳しく説明（修飾）しています。	easy
jp	JP02	文法・言葉のきまり	「会の人員」というように、上の字が範囲を示し、下の字を説明している熟語はどれ？	"[""会員"",""決心"",""細大"",""今昔""]"	0	会員	「会」という範囲に属する「員（人員）」であることを表しています。	normal
jp	JP02	文法・言葉のきまり	二字熟語「会員」の組み立てとして正しいものはどれ？	"[""上の字が下の字を修飾している"",""下の字が上の字の目的語になっている"",""上の字が主語、下の字が述語になっている"",""似た意味の漢字を重ねた""]"	0	上の字が下の字を修飾している	「どの組織の人か」を上の「会」が詳しく説明（修飾）しています。	normal
jp	JP02	文法・言葉のきまり	「往（行く）」と「復（かえる）」のように、行き帰りの動作を組み合わせた熟語はどれ？	"[""往復"",""善良"",""洋画"",""着席""]"	0	往復	「行く」と「帰る」という、反対方向の動作を組み合わせた熟語です。	easy
jp	JP02	文法・言葉のきまり	二字熟語「往復」の組み立てとして正しいものはどれ？	"[""反対の意味の字を組み合わせた"",""似た意味の漢字を重ねた"",""上の字が下の字を修飾している"",""下の字が上の字の目的語になっている""]"	0	反対の意味の字を組み合わせた	「往（行く）」と「復（かえる）」という、反対の意味の漢字を組み合わせています。	easy
jp	JP02	文法・言葉のきまり	「再び会う」という意味の熟語はどれ？	"[""再会"",""再開"",""面会"",""大会""]"	0	再会	「再」は「ふたたび」という意味で、下の「会う」という動作を修飾しています。	easy
jp	JP02	文法・言葉のきまり	熟語の構成で、上の字が下の字を詳しく説明（修飾）しているものはどれ？	"[""再会"",""乗船"",""絵画"",""縦横""]"	0	再会	「再び（ふたたび）」が、下の「会う」という動作を説明する「修飾（しゅうしょく）」の関係です。	normal
jp	JP02	文法・言葉のきまり	「船に乗る」という動作と対象の関係になっている熟語はどれ？	"[""乗船"",""造船"",""船出"",""和船""]"	0	乗船	「船（対象）」に「乗る（動作）」という、漢文のような語順の熟語です。	easy
jp	JP02	文法・言葉のきまり	熟語の構成で、下の字が上の字の目的（〜を・〜に）になっているものはどれ？	"[""乗船"",""再会"",""絵画"",""縦横""]"	0	乗船	「船（に）」「乗る」という関係を「目的語・補語」の関係と呼びます。	normal
jp	JP02	文法・言葉のきまり	「絵」と「画」のように、似た意味の漢字を重ねてできた熟語はどれ？	"[""絵画"",""縦横"",""乗船"",""再会""]"	1	絵画	「絵」も「画（え・えがく）」も似た意味を持っており、あわせて「え」全般を指します。	easy
jp	JP02	文法・言葉のきまり	「縦（たて）」と「横（よこ）」のように、反対の意味の漢字を組み合わせた熟語はどれ？	"[""縦横"",""絵画"",""再会"",""乗船""]"	0	縦横	「縦」と「横」は反対の方向を表す漢字の組み合わせです。	easy
jp	JP02	文法・言葉のきまり	「縦横」という熟語の構成として正しいものはどれ？	"[""反対の意味の組み合わせ"",""似た意味の組み合わせ"",""上の字が下の字を修飾"",""下の字が上の字の目的""]"	0	反対の意味の組み合わせ	「縦」と「横」は対になる反対の意味を持つ漢字です。	normal
jp	JP02	文法・言葉のきまり	「まだ決まっていないこと」を意味する熟語はどれ？	"[""未定"",""不定"",""既定"",""決定""]"	0	未定	「未」は「まだ〜していない」という意味を持つ打ち消しの漢字です。	easy
jp	JP02	文法・言葉のきまり	熟語「未定」の反対の意味を持つ言葉はどれ？	"[""既定"",""予定"",""決定"",""固定""]"	0	既定	「未定（まだ）」に対して「既定（すでに決まっている）」が対義語になります。	normal
jp	JP02	文法・言葉のきまり	「ふだんと変わりなく、何事もないこと」を意味する熟語はどれ？	"[""無事"",""無難"",""無料"",""無口""]"	0	無事	「事（よくない出来事）」が「無い」ことから、平穏であることを表します。	easy
jp	JP02	文法・言葉のきまり	「無事」の正しい読み方はどれ？	"[""ぶじ"",""むじ"",""ぶこと"",""むこと""]"	0	ぶじ	「無」を「ぶ」と読む熟語の一つです。しっかり覚えましょう。	easy
jp	JP02	文法・言葉のきまり	「足りていないこと」を意味する熟語はどれ？	"[""不足"",""不調"",""不備"",""不用""]"	0	不足	「不」は「〜ではない」と否定する漢字で、「足（りる）」を否定して「不足」となります。	easy
jp	JP02	文法・言葉のきまり	「ふつうではない、たいへんな事態」を意味する熟語はどれ？	"[""非常"",""非行"",""非力"",""非道""]"	0	非常	「常（つね・ふつう）」では「非（ない）」という意味から、重大な事態を指します。	easy
jp	JP02	文法・言葉のきまり	「非常に（とても）暑い」のように、程度がはなはだしいことを表す熟語はどれ？	"[""非常"",""異常"",""日常"",""通常""]"	0	非常	「ふつうではない」という意味から転じて、強調する言葉としても使われます。	normal
jp	JP02	文法・言葉のきまり	健康や仕事などの「調子がよくないこと」を何という？	"[""不調"",""不快"",""不満"",""不運""]"	0	不調	「調（しらべ・ととのう）」が「不（よくない）」状態を指します。	easy
jp	JP02	文法・言葉のきまり	「心や体がまだ十分に成長していないこと」を意味する熟語はどれ？	"[""未熟"",""未完成"",""未来"",""未明""]"	0	未熟	「熟（うれる・じゅうぶん）」に「未（まだ〜ない）」がついています。	easy
jp	JP02	文法・言葉のきまり	熟語「未熟」の反対の意味を持つ言葉はどれ？	"[""成熟"",""完熟"",""熟達"",""熟成""]"	0	成熟	「未熟（まだ）」に対して「成熟（じゅうぶんに成長した）」が対義語です。	normal
jp	JP02	文法・言葉のきまり	「無数」の正しい読み方はどれ？	"[""むすう"",""ぶすう"",""むかず"",""ぶかず""]"	0	むすう	「無」を「む」と読みます。「無事（ぶじ）」との読み分けに注意しましょう。	easy
jp	JP02	文法・言葉のきまり	「幸せでないこと」を意味する熟語はどれ？	"[""不幸"",""不運"",""不満"",""不遇""]"	0	不幸	「幸（しあわせ）」を「不（否定）」する言葉です。	easy
jp	JP02	文法・言葉のきまり	熟語「不幸」の反対の意味を持つ言葉はどれ？	"[""幸福"",""至福"",""祝福"",""多幸""]"	0	幸福	「不（〜でない）」を取った「幸福」が直接の対義語になります。	easy
jp	JP02	文法・言葉のきまり	「害がなく悪い影響を及ぼさないこと」を意味する熟語はどれ？	"[""無害"",""無罪"",""無敵"",""無能""]"	0	無害	「害」が「無い」ことを表します。	easy
jp	JP02	文法・言葉のきまり	熟語「無害」の反対の意味を持つ言葉はどれ？	"[""有害"",""加害"",""損害"",""災害""]"	0	有害	「無（ない）」に対して「有（ある）」を入れ替えた言葉です。	easy
jp	JP02	文法・言葉のきまり	「礼儀にはずれていること」を意味する熟語はどれ？	"[""無礼"",""不作法"",""非礼"",""失礼""]"	0	無礼	「礼（れいぎ）」が「無い」ことを表します。	easy
jp	JP02	文法・言葉のきまり	「無礼」の正しい読み方はどれ？	"[""ぶれい"",""むれい"",""ぶらい"",""むらい""]"	0	ぶれい	「無事（ぶじ）」と同様に、「無」を「ぶ」と読むパターンです。	normal
jp	JP02	文法・言葉のきまり	「まだできあがっていないこと」を意味する熟語はどれ？	"[""未完成"",""不完全"",""未定"",""不成立""]"	0	未完成	「完成」に「未（まだ〜ない）」がついた熟語です。	easy
jp	JP02	文法・言葉のきまり	「常識を欠いていること」を意味する熟語はどれ？	"[""非常識"",""不謹慎"",""無頓着"",""非日常""]"	0	非常識	「常識」に、道理に合わないことを示す「非」がついた言葉です。	easy
jp	JP02	文法・言葉のきまり	「自然さがなく無理があること」を意味する熟語はどれ？	"[""不自然"",""不自由"",""不適切"",""不気味""]"	0	不自然	「自然」であることを「不（否定）」する状態です。	easy
jp	JP02	文法・言葉のきまり	「自分の果たすべき役目を顧みない様子」を意味する熟語はどれ？	"[""無責任"",""無関心"",""無気力"",""無自覚""]"	0	無責任	「責任」が「無い」様子を指します。	easy
jp	JP02	文法・言葉のきまり	「態度がそっけなく、愛想がないこと」を意味する熟語はどれ？	"[""無愛想"",""無愛嬌"",""無表情"",""無慈悲""]"	0	無愛想	「愛想（あいそ）」が「無い」ことを表す言葉です。	normal
jp	JP02	文法・言葉のきまり	「無愛想」の正しい読み方はどれ？	"[""ぶあいそう"",""むあいそう"",""ぶあいしょう"",""むあいしょう""]"	0	ぶあいそう	「無」を「ぶ」と読みます。漢字の書き取りでもよく出る言葉です。	hard
jp	JP02	文法・言葉のきまり	「まだ十分に発達していないこと」を意味する熟語はどれ？	"[""未発達"",""不活発"",""未開拓"",""低開発""]"	0	未発達	「発達」に「未（まだ〜ない）」を組み合わせた言葉です。	easy
jp	JP02	文法・言葉のきまり	打ち消しの漢字「不・無・非・未」のうち、「まだ〜していない」という意味で使われるのはどれ？	"[""未"",""不"",""無"",""非""]"	0	未	「未完成」「未定」など、動作が完了していないことを表します。	normal
jp	JP02	文法・言葉のきまり	打ち消しの漢字「不・無・非・未」のうち、「〜が存在しない」という意味で使われるのはどれ？	"[""無"",""不"",""非"",""未""]"	0	無	「無害」「無責任」など、そのものが無いことを表します。	normal
jp	JP02	文法・言葉のきまり	打ち消しの漢字「不・無・非・未」のうち、「〜の状態ではない」と否定する際によく使われるのはどれ？	"[""不"",""無"",""非"",""未""]"	0	不	「不足」「不調」など、あとに続く言葉を単純に否定します。	normal
jp	JP02	文法・言葉のきまり	打ち消しの漢字「不・無・非・未」のうち、「道理や常識に合わない」という意味で使われるのはどれ？	"[""非"",""不"",""無"",""未""]"	0	非	「非常識」「非行」など、正しい道から外れていることを指します。	normal
jp	JP02	文法・言葉のきまり	次のうち、打ち消しの漢字の使い方が正しいものはどれ？	"[""未熟"",""不熟"",""無熟"",""非熟""]"	0	未熟	「まだ十分に熟していない」という意味なので「未」を使います。	normal
jp	JP02	文法・言葉のきまり	次のうち、打ち消しの漢字の使い方が正しいものはどれ？	"[""不自然"",""未自然"",""無自然"",""非自然""]"	0	不自然	「自然ではない」という状態を否定するので「不」を使います。	normal
jp	JP02	文法・言葉のきまり	次のうち、打ち消しの漢字の使い方が正しいものはどれ？	"[""非常識"",""不常識"",""無常識"",""未常識""]"	0	非常識	「常識に外れている」という意味なので「非」を使います。	normal
jp	JP02	文法・言葉のきまり	次のうち、打ち消しの漢字の使い方が正しいものはどれ？	"[""無意識"",""不意識"",""非意識"",""未意識""]"	0	無意識	「意識が無い」という存在の否定なので「無」を使います。	normal
jp	JP02	文法・言葉のきまり	「再会」の「再」と同じように、回数や頻度を表す字が上に来る熟語はどれ？	"[""三連覇"",""登山"",""読書"",""往復""]"	0	三連覇	「三連（回数）」が「覇（勝つこと）」を修飾しています。	hard
jp	JP02	文法・言葉のきまり	「乗船」と同じ構成（〜を・〜に ...する）の熟語はどれ？	"[""読書"",""高速"",""左右"",""消去""]"	0	読書	「書（本）を」「読む」という、目的語が下に来る構成です。	hard
jp	JP02	文法・言葉のきまり	「絵画」と同じ構成（似た意味の重ね合わせ）の熟語はどれ？	"[""河川"",""明暗"",""上下"",""着席""]"	0	河川	「河（かわ）」と「川（かわ）」、似た意味を重ねています。	hard
jp	JP02	文法・言葉のきまり	「縦横」と同じ構成（反対の意味の組み合わせ）の熟語はどれ？	"[""勝敗"",""森林"",""岩石"",""見学""]"	0	勝敗	「勝つ」と「敗れる（負ける）」、反対の意味を組み合わせています。	hard
jp	JP02	文法・言葉のきまり	「既定」の反対は「未定」ですが、「既成（すでにできている）」の反対は何？	"[""未成"",""不成"",""無成"",""非成""]"	0	未成	「既（すでに）」に対して「未（まだ）」を使い、「未成年」などの言葉があります。	hard
jp	JP02	文法・言葉のきまり	「無」という字を「ぶ」と読む熟語はどれ？	"[""無愛想"",""無数"",""無害"",""無力""]"	0	無愛想	「ぶあいそう」と読みます。他には「無事（ぶじ）」「無礼（ぶれい）」などがあります。	normal
jp	JP02	文法・言葉のきまり	「非難」の「非」と同じ意味で使われている熟語はどれ？	"[""非礼"",""非常"",""非力"",""非公開""]"	0	非礼	「非難」も「非礼」も、相手の行いが道理に合わないことを指す「非」です。	hard
jp	JP02	文法・言葉のきまり	「不調」の反対で、物事の具合がとても良いことを何という？	"[""好調"",""快調"",""順調"",""絶好調""]"	0	好調	「不（よくない）」の反対は「好（よい）」となります。	easy
jp	JP02	文法・言葉のきまり	「未完成」な作品を、最後まで作り終えることを何という？	"[""完成"",""成立"",""成就"",""達成""]"	0	完成	「未（まだ）」が取れて、できあがった状態になります。	easy
jp	JP02	文法・言葉のきまり	「無責任」な態度の反対で、しっかりと役目を果たそうとする態度は？	"[""責任感がある"",""無関心"",""不真面目"",""非協力的""]"	0	責任感がある	「無（ない）」の反対の状態を指します。	easy
jp	JP02	文法・言葉のきまり	「非公式（ひこうしき）」とは、どのような意味ですか？	"[""公に認められていないこと"",""常に正しいこと"",""誰にも教えないこと"",""売り物ではないこと""]"	0	公に認められていないこと	「非」は「〜ではない」という意味です。公（おおやけ）ではない様子を指します。	normal
jp	JP02	文法・言葉のきまり	「公式（こうしき）」の反対の意味を持つ熟語として正しいものはどれですか？	"[""不公式"",""未公式"",""無公式"",""非公式""]"	3	非公式	「公式」に打ち消しの漢字「非」をつけて、反対の意味になります。	normal
jp	JP02	文法・言葉のきまり	「不可能（ふかのう）」の意味として正しいものはどれですか？	"[""できること"",""できないこと"",""まだしないこと"",""しなくてよいこと""]"	1	できないこと	「不」は打ち消しの意味で、「可能（できる）」ことを否定しています。	easy
jp	JP02	文法・言葉のきまり	「可能（かのう）」の反対の意味を持つ熟語として正しいものはどれですか？	"[""不可能"",""非可能"",""未可能"",""無可能""]"	0	不可能	「可能」に打ち消しの漢字「不」をつけて、反対の意味になります。	easy
jp	JP02	文法・言葉のきまり	「未解決（みかいけつ）」とは、どのような状態のことをいいますか？	"[""すでに解決したこと"",""解決する必要がないこと"",""まだ解決していないこと"",""解決するのが難しいこと""]"	2	まだ解決していないこと	「未」は「まだ〜していない」という意味を持つ打ち消しの漢字です。	easy
jp	JP02	文法・言葉のきまり	「まだ解決していないこと」を指す熟語として、正しい漢字の組み合わせはどれですか？	"[""不解決"",""非解決"",""無解決"",""未解決""]"	3	未解決	「いまだに〜ない」という状態には「未」を使います。	easy
jp	JP02	文法・言葉のきまり	「無意識（むいしき）」とは、どのような様子ですか？	"[""自分のしていることに気づかないこと"",""とても注意深く行動すること"",""何も考えていないこと"",""意識をはっきり持っていること""]"	0	自分のしていることに気づかないこと	「無」は「ない」という意味で、自覚（意識）がないまま行動することを指します。	normal
jp	JP02	文法・言葉のきまり	自分のしていることに気がつかない様子を「○意識」といいます。○に入る漢字は？	"[""不"",""非"",""無"",""未""]"	2	無	意識が「無い」状態なので「無意識」と書きます。	normal
jp	JP02	文法・言葉のきまり	「不可欠（ふかけつ）」の意味として最も適切なものはどれですか？	"[""欠けていても問題ないこと"",""どうしても欠くことができないこと"",""わざと欠けさせること"",""欠けていることに気づかないこと""]"	1	どうしても欠くことができないこと	「欠くことが（欠）」「できない（不）」「ことができる（可）」という二重否定の構成です。	hard
jp	JP02	文法・言葉のきまり	「どうしても必要で、欠くことができないこと」を何といいますか？	"[""不必要"",""不可能"",""不可欠"",""不自然""]"	2	不可欠	「必要不可欠（ひつようふかけつ）」という四字熟語でもよく使われます。	hard
jp	JP02	文法・言葉のきまり	「非売品（ひばいひん）」とは、どのような品物のことですか？	"[""とても高い品物"",""安売りしている品物"",""売り物ではない品物"",""どこでも買える品物""]"	2	売り物ではない品物	「非」は「〜ではない」という意味なので、「売る品物ではない」となります。	normal
jp	JP02	文法・言葉のきまり	「売り物ではない品物」を指す正しい熟語はどれですか？	"[""不売品"",""無売品"",""未売品"",""非売品""]"	3	非売品	「非」という漢字を使って、売り物であることを否定します。	normal
jp	JP02	文法・言葉のきまり	「立場が弱い人に対して、親切に接すること」を意味する言葉はどれですか？	"[""労う（ねぎらう）"",""労る（いたわる）"",""慈しむ（いつくしむ）"",""寛容（かんよう）""]"	1	労る（いたわる）	お年寄りや病気の人など、弱い立場の人を気遣う動作を指します。	normal
jp	JP02	文法・言葉のきまり	「労る（いたわる）」という言葉を使うのに最もふさわしい場面はどれですか？	"[""優勝した選手に拍手を送る"",""テストで満点を取って喜ぶ"",""風邪をひいた妹を優しく看病する"",""先生に忘れ物を謝る""]"	2	風邪をひいた妹を優しく看病する	弱い立場の人や困っている人を思いやる場面で使います。	normal
jp	JP02	文法・言葉のきまり	「苦労や努力に対して、感謝の気持ちを表すこと」を意味する言葉はどれですか？	"[""賞賛（しょうさん）"",""慈しむ（いつくしむ）"",""労る（いたわる）"",""労う（ねぎらう）""]"	3	労う（ねぎらう）	相手の頑張りに対して「お疲れ様」と感謝することを指します。	normal
jp	JP02	文法・言葉のきまり	「労う（ねぎらう）」という言葉の使い道として正しいものはどれですか？	"[""上司が部下の仕事をほめる"",""お腹が空いてご飯を食べる"",""道で迷っている人を助ける"",""きれいな景色を見て感動する""]"	0	上司が部下の仕事をほめる	一般的に、上の立場の人が下の人の努力に対して使います。	normal
jp	JP02	文法・言葉のきまり	「慈しむ（いつくしむ）」とは、どのような気持ちのことですか？	"[""相手をうらやましく思う気持ち"",""深い愛情を注ぎ、大切にする気持ち"",""相手の失敗を許してあげる気持ち"",""昔のことを懐かしく思う気持ち""]"	1	深い愛情を注ぎ、大切にする気持ち	立場の弱い者や小さなものへ、深い愛情を注ぐ様子を指します。	normal
jp	JP02	文法・言葉のきまり	「祖母が孫のために、心を込めてショールを編む」という様子を表すのに適した言葉は？	"[""労う"",""慈しむ"",""高揚する"",""楽観する""]"	1	慈しむ	深い愛情を持って大切にする様子にぴったりな言葉です。	normal
