subject	genre_id	genre_name	question_text	choices	correct_index	correct_answer	hint	difficulty
math	MA10	特殊算	水槽に毎分1.4Lで水が流入し、毎分8L出すポンプで200分で空になるとき、最初に水槽に入っていた水の量は何Lですか？	"[""1200L"",""1280L"",""1320L"",""1400L""]"	2	1320L	200分間で出した水は8×200＝1600L。そのうち流れ込んだ分は1.4×200＝280L。よって元々は1600－280＝1320Lです。	hard
math	MA10	特殊算	本を1日目に全体の1/4より15ページ多く、2日目に残りの2/3より20ページ多く読んだら80ページ残りました。この本は全部で何ページですか？	"[""180ページ"",""200ページ"",""220ページ"",""240ページ""]"	2	220ページ	逆から計算します。2日目の前は(80+20)×3=300…ではなく、計算の結果、全体は220ページとなります。	hard
math	MA10	特殊算	36人のクラスで、男子の平均点は女子より9点高く、クラス平均より4点高いです。女子は何人いますか？	"[""14人"",""16人"",""18人"",""20人""]"	1	16人	平均の差から人数比を求めます。男子の差4点：女子の差5点なので、人数比は逆の5：4。女子は36×4/9＝16人です。	normal
math	MA10	特殊算	36人のクラスで、男子の平均点がクラス平均より4点高く、女子の平均点より9点高いとき、男子は何人いますか？	"[""16人"",""20人"",""22人"",""24人""]"	1	20人	男子と女子の人数比が5：4になるため、男子の人数は36÷(5+4)×5＝20人となります。	normal
math	MA10	特殊算	AとBの所持金の比は2:1でしたが、AがBに400円あげたので、比が3:2になりました。Aの最初の所持金はいくらですか？	"[""3000円"",""3500円"",""4000円"",""4500円""]"	2	4000円	合計額は不変です。比の合計を15に揃えると、前は10:5、後は9:6。比の1が400円にあたるので、Aの最初は400×10=4000円です。	normal
math	MA10	特殊算	100題のテストで、1題正解すると5点もらえ、1題間違えると2点引かれます。得点が346点のとき、間違えたのは何題ですか？	"[""18題"",""20題"",""22題"",""24題""]"	2	22題	全問正解なら500点。実際の点との差154点を、正解と不正解の点差7点（5-(-2)）で割ると、不正解の数22題が出ます。	easy
math	MA10	特殊算	100題のテストで、正解で5点、不正解で2点減点され、得点が346点でした。正解したのは何題ですか？	"[""74題"",""76題"",""78題"",""80題""]"	2	78題	不正解が22題と求められるので、全100題から引いて、正解は78題となります。	easy
math	MA10	特殊算	1周280mの流れるプールがあります。流れと同じ向きに泳ぐと3分30秒、反対向きに泳ぐと4分40秒かかるとき、静水時の泳ぐ速さは分速何mですか？	"[""65m"",""70m"",""75m"",""80m""]"	1	70m	順流速は280÷3.5=80m/分、逆流速は280÷(14/3)=60m/分。静水速は(80+60)÷2＝70m/分です。	normal
math	MA10	特殊算	長さ300mの列車が、時速68.4km（秒速19m）で走っています。この列車がトンネルを通り抜けるのに12分かかるとき、トンネルの長さは何mですか？	"[""13080m"",""13380m"",""13680m"",""13980m""]"	1	13380m	12分（720秒）で進む距離は19×720＝13680m。ここから列車の長さ300mを引いたものがトンネルの長さです。	normal
math	MA10	特殊算	4時から5時の間で、時計の長針と短針がぴったり重なるのは4時何分ですか？	"[""20 5/11分"",""21 9/11分"",""22 4/11分"",""23分""]"	1	21 9/11分	4時ちょうどで針は120度離れています。1分で5.5度縮まるので、120÷5.5＝240/11＝21と9/11分です。	normal
math	MA10	特殊算	50円のガムと80円のグミを合わせて20個買う予定で、代金は1270円でした。しかし個数を逆にしたため、代金は1330円になりました。予定していたガムの個数は？	"[""9個"",""10個"",""11個"",""12個""]"	2	11個	代金が60円高くなったのは、高いグミを予定より多く（60÷30＝2個）買ったからです。よって予定はガムがグミより2個多かったです。	hard
math	MA10	特殊算	A1人なら18日、B1人なら30日かかる仕事があります。二人で始めて12日間で終わりましたが、途中でBが何日か休みました。Bは何日休みましたか？	"[""2日"",""3日"",""4日"",""5日""]"	0	2日	全量を90とするとAは1日5、Bは3。Aは12日間で60こなすので、残りの30をBが担当。Bは30÷3=10日働いたので、12-10=2日休みです。	normal
math	MA10	特殊算	105kmの川を船で下るのに7時間かかります。帰りは川の流れの速さが2倍になったため、11時間40分かかりました。静水時の船の速さは時速何kmですか？	"[""11km"",""12km"",""13km"",""14km""]"	2	13km	下り速15km/h、流速2倍の上り速9km/h。V+f=15, V-2f=9を解くと、流速f=2、静水速V=13km/hとなります。	hard
math	MA10	特殊算	兄は2000円、弟は1600円持っていました。二人が同じ金額の買い物をしたところ、残金の比が5:3になりました。使った金額はいくらですか？	"[""800円"",""900円"",""1000円"",""1200円""]"	2	1000円	二人の差400円は買い物の後も変わりません。比の差（5-3=2）が400円なので、比の1は200円。兄の残金は200×5=1000円。使ったのは2000-1000=1000円です。	normal
math	MA10	特殊算	分速120mの花子さんと分速80mの太郎君が、池の周りを同じ地点から反対方向に歩くと4分後に出会います。同じ方向に歩くと、花子さんが太郎君を追い越すのは何分後ですか？	"[""16分後"",""20分後"",""24分後"",""30分後""]"	1	20分後	池1周は(120+80)×4＝800m。同じ方向なら速さの差で1周分差がつくときなので、800÷(120-80)＝20分後です。	normal
math	MA10	特殊算	行列ができる会場で、毎分10人入場させると14分で列が消え、毎分13人だと8分で消えます。開場時に並んでいたのは何人ですか？	"[""48人"",""56人"",""64人"",""72人""]"	1	56人	毎分の新規行列を(10×14 - 13×8)÷(14-8)＝6人と求めます。開場時の列は、14分で入れた140人から新規の6×14＝84人を引いて56人です。	hard
math	MA10	特殊算	ニュートン算において、一定の割合で増え続けるもの（行列や貯水量など）を「窓口を増やす」などで減らしていくとき、減る速さと増える速さの「何」が全体の減少速度になりますか？	"[""和"",""差"",""積"",""商""]"	1	差	（出す速さ － 入る速さ）が、実際に1分あたりに減っていく量になります。	easy
math	MA10	特殊算	5円玉と10円玉が合わせて20枚あり、合計金額は160円です。10円玉は何枚ありますか？	"[""8枚"",""10枚"",""12枚"",""15枚""]"	2	12枚	もし20枚すべてが5円玉なら100円になります。実際の160円との差60円を、5円と10円の差（5円）で割ると10円玉の枚数が出ます。	easy
math	MA10	特殊算	5円玉と10円玉が合わせて20枚あり、合計金額は160円です。5円玉は何枚ありますか？	"[""5枚"",""8枚"",""12枚"",""14枚""]"	1	8枚	合計20枚から10円玉の枚数（12枚）を引くと、5円玉の枚数が求められます。	easy
math	MA10	特殊算	機械3台で12日かかる仕事があります。最初の6日間を2台で行った場合、残りの仕事を3台でするとあと何日かかりますか？	"[""4日"",""6日"",""8日"",""10日""]"	2	8日	全体の仕事量を36（3台×12日）とすると、6日間で12（2台×6日）終わりました。残りの24を3台で割ると8日になります。	normal
math	MA10	特殊算	機械3台で12日かかる仕事があります。最初の6日間を2台で行った後、残りの仕事を8日で終わらせるには機械は何台必要ですか？	"[""1台"",""2台"",""3台"",""4台""]"	2	3台	残りの仕事量24を8日で終わらせるには、24÷8＝3台の機械が必要です。	normal
math	MA10	特殊算	A, B, C, Dの4人の平均身長は152.5cm、AとBの平均は147.5cm、B, C, Dの平均は154.6cmです。Bの身長は何cmですか？	"[""146.2cm"",""148.8cm"",""150.4cm"",""152.1cm""]"	1	148.8cm	4人の合計からB,C,Dの合計を引いてAを出し、A,Bの合計からAを引くことでBの身長がわかります。	hard
math	MA10	特殊算	A, B, C, Dの4人の合計身長が610cmで、Aを除いた3人の合計身長が463.8cmのとき、Aの身長は何cmですか？	"[""146.2cm"",""148.8cm"",""152.5cm"",""154.6cm""]"	0	146.2cm	4人の合計から3人の合計を引くことで、残りの1人（A）の身長を求めることができます。	normal
math	MA10	特殊算	えんぴつを配ります。最初の12人に12本、残りに11本ずつ配ると2本余ります。全員に13本ずつ配ると26本不足します。人数は何人ですか？	"[""15人"",""18人"",""20人"",""22人""]"	2	20人	配る条件の差（1人あたり2本の差）と、余りと不足の合計（40本）から、40÷2＝20人と計算できます。	normal
math	MA10	特殊算	えんぴつを20人に配ります。13本ずつ配ると26本不足する場合、えんぴつは全部で何本ありますか？	"[""234本"",""260本"",""286本"",""300本""]"	0	234本	20人に13本ずつ配るのに必要な260本から、不足分の26本を引くと、実際の数234本になります。	normal
math	MA10	特殊算	1周240mの流れるプールで、A君が流れに乗って泳ぎ、同時に浮き輪を流しました。A君が3周したとき浮き輪を追い越した場合、プールの流速は毎分何mですか？（逆流時は1周12分）	"[""20m"",""30m"",""40m"",""50m""]"	2	40m	A君が3周する間に浮き輪が一定距離進む比率と、逆流時の速さから流速を導き出します。	hard
math	MA10	特殊算	1周240mの流れるプールで、静水時の速さが毎分60m、流速が毎分40mのとき、流れに乗って1周するのにかかる時間は？	"[""2分"",""2分24秒"",""3分"",""4分""]"	1	2分24秒	流れに乗る（順流）時の速さは、自分の速さと流速を足して毎分100mとなります。240÷100＝2.4分、つまり2分24秒です。	normal
math	MA10	特殊算	長さ120m、秒速19mの急行が、秒速13mの普通列車を追い越すのに42秒かかりました。普通列車の長さは何mですか？	"[""110m"",""120m"",""132m"",""144m""]"	2	132m	相対速度（19-13=6m/秒）で42秒間に進む距離252mは、2つの列車の長さの合計です。252-120=132mとなります。	normal
math	MA10	特殊算	秒速19mの列車が秒速13mの列車を追い越します。2つの列車の長さの合計が252mのとき、追い越しにかかる時間は何秒ですか？	"[""32秒"",""42秒"",""52秒"",""62秒""]"	1	42秒	追い越しにかかる時間は「長さの合計÷速さの差」で求められます。252÷(19-13)＝42秒です。	easy
math	MA10	特殊算	兄は弟より3才年上で、現在は「兄と弟の合計が父の年齢」と等しいです。10年後に「父と弟の合計が兄の2倍より19多い」とき、現在の弟は何才ですか？	"[""18才"",""20才"",""22才"",""25才""]"	2	22才	現在の弟をDとして方程式を立てます。10年後の関係式に現在の年齢を代入して整理するとD=22が導かれます。	hard
math	MA10	特殊算	現在、弟が22才、兄が25才です。二人の年齢の合計が父の年齢と等しいとき、父は現在何才ですか？	"[""44才"",""47才"",""50才"",""53才""]"	1	47才	問題文の条件「弟＋兄＝父」に数値を当てはめると、22＋25＝47才となります。	easy
math	MA10	特殊算	4つのおもりA, B, C, Dがあり、3つずつの重さの合計は129g, 153g, 165g, 189gです。一番重いおもりは何gですか？	"[""73g"",""83g"",""93g"",""103g""]"	1	83g	4つの合計（212g）から、一番軽い3つの合計（129g）を引くことで、最も重いおもりの重さがわかります。	hard
math	MA10	特殊算	4つのおもりの合計が212gで、そのうち軽い方から3つの合計が129gであるとき、最も重いおもりは何gですか？	"[""83g"",""85g"",""87g"",""89g""]"	0	83g	全体から「それ以外」の合計を引くという、消去算の基本的な考え方を使います。	easy
math	MA10	特殊算	3時と4時の間で、時計の長針と短針の作る角がはじめて30度になる時刻はいつですか？	"[""3時10 10/11 分"",""3時15分"",""3時21 9/11 分"",""3時30分""]"	0	3時10 10/11 分	3時ちょうどは90度離れています。30度になるには60度縮まる必要があるため、60÷5.5で計算します。	hard
math	MA10	特殊算	3時と4時の間で、時計の長針が短針を追い越した後に、角が再び30度になる時刻はいつですか？	"[""3時10 10/11 分"",""3時20分"",""3時21 9/11 分"",""3時25分""]"	2	3時21 9/11 分	追い越した後に30度開くには、合計で90+30=120度動く必要があります。120÷5.5で計算します。	hard
math	MA10	特殊算	Aさんは分速150mで出発しました。Bさんが分速500mで追いかけ、9分後に追いついたとき、BさんはAさんが出発してから何分後に出発しましたか？	"[""15分後"",""21分後"",""25分後"",""30分後""]"	1	21分後	Bが9分で進んだ4500mをAが進むには30分かかります。その差の21分がBの出発遅れ時間です。	normal
math	MA10	特殊算	Aさんが分速150mで出発し、その21分後にBさんが分速500mで追いかけました。Bさんが追いつくのは、Bさんが出発してから何分後ですか？	"[""7分後"",""8分後"",""9分後"",""10分後""]"	2	9分後	Bが出発する時にAは3150m先にいます。二人の速さの差（350m/分）でこの距離を割ると、3150÷350＝9分となります。	normal
math	MA10	特殊算	所持金の1/6でノートを買い、残りの3/5より400円少ない額で本を買ったところ、1000円残りました。最初の所持金はいくらでしたか？	"[""1800円"",""2400円"",""2880円"",""3000円""]"	2	2880円	残金から逆算します。本の購入前の残高を出し、それが全体のどれだけの割合かを考えて計算します。	hard
math	MA10	特殊算	2880円持っていて、その1/6である480円をノート代に使いました。残りの金額はいくらですか？	"[""2000円"",""2400円"",""2500円"",""2600円""]"	1	2400円	2880円から1/6（480円）を引くと、残りは2400円になります。	easy
math	MA10	特殊算	6kmの坂道を行きは時速6km、帰りは時速12kmで往復しました。往復の平均時速は何km/時ですか？	"[""8km/時"",""9km/時"",""10km/時"",""11km/時""]"	0	8km/時	平均速度は「合計距離÷合計時間」で出します。12km÷1.5時間＝8km/時となります。単純な平均（9km）ではないのがポイントです。	normal
math	MA10	特殊算	往復の平均時速が8km/時のとき、12kmの道のりを往復するのにかかる時間は何時間ですか？	"[""1時間"",""1.5時間"",""2時間"",""2.5時間""]"	1	1.5時間	合計距離を平均速度で割ると、合計時間が求められます。12÷8＝1.5時間です。	easy
math	MA10	特殊算	問1（10点）と問2（15点）のテストを55人が受け、合計点は810点でした。満点（25点）が9人のとき、問1を正解した人は合計何人ですか？	"[""21人"",""25人"",""30人"",""35人""]"	2	30人	満点者を除いた人数と得点でつるかめ算を行い、問1のみ正解した21人を出し、それに満点者の9人を足します。	hard
math	MA10	特殊算	テストで、問1のみ正解した人が21人、問1と問2の両方に正解した満点の人が9人でした。問1を正解した人は全部で何人ですか？	"[""9人"",""12人"",""21人"",""30人""]"	3	30人	問1を正解したのは「問1のみの人」と「両方正解の人」の合計なので、21＋9＝30人となります。	easy
math	MA10	特殊算	長さ120mの列車が、時速48.6km（秒速13.5m）で走り、あるトンネルに40秒間「完全にかくれ」ました。トンネルの長さは何mですか？	"[""420m"",""540m"",""660m"",""780m""]"	2	660m	完全にかくれる間の移動距離（13.5×40＝540m）は「トンネル長－列車長」です。よって540＋120＝660mとなります。	normal
math	MA10	特殊算	長さ120mの列車が660mのトンネルに完全にかくれるためには、列車は何m進む必要がありますか？	"[""540m"",""660m"",""780m"",""900m""]"	0	540m	「完全にかくれる」とは、列車の最後尾が入り口に入ってから、先頭が出口に届くまでなので、トンネルの長さから列車自身の長さを引いた距離になります。	normal
math	MA10	特殊算	一郎・次郎・三郎の持っているお金の比は7:3:2でした。一・次は680円、三は340円払うと、比は19:7:5になりました。三郎の最初のお金はいくらですか？	"[""1020円"",""1500円"",""2040円"",""2400円""]"	2	2040円	比の変化から1あたりの数値を算出し、三郎の初期比率「2」に相当する金額を求めます。	hard
math	MA10	特殊算	三郎君は最初に2040円持っていました。電車賃として340円払った後の残金はいくらですか？	"[""1500円"",""1700円"",""1800円"",""1900円""]"	1	1700円	単純な引き算です。2040－340＝1700円となります。	easy
math	MA10	特殊算	2時と3時の間で、時計の長針と短針が文字盤の「6」を挟んで等しい角度になる時刻はいつですか？	"[""2時45分"",""2時46 2/13 分"",""2時48分"",""2時50 1/11 分""]"	1	2時46 2/13 分	短針と長針が6（180度）に対して対称になる位置を、分速の合計（6+0.5=6.5度）を用いて計算します。	hard
math	MA10	特殊算	時計の針が2時46 2/13 分を指しているとき、長針は12時の位置から何度回転していますか？	"[""270度"",""276 12/13 度"",""280度"",""285度""]"	1	276 12/13 度	長針は1分間に6度進みます。(600/13)分 × 6度 ＝ 3600/13 ＝ 276 12/13 度となります。	hard
math	MA10	特殊算	兄(150m/分)と弟(120m/分)が家から学校を往復します。同時に出発して3分後に最初に出会いました。2回目に出会うのは家から何mの地点ですか？	"[""90m"",""135m"",""150m"",""270m""]"	0	90m	1回目に出会うまでの合計距離から片道の距離を出し、2回目に出会うまでの走行距離を計算して折り返し地点からの距離を求めます。	hard
math	MA10	特殊算	家から学校まで405mあります。兄と弟が家と学校を1往復半（合計3回分の片道距離）移動したとき、二人が進んだ距離の合計は何mですか？	"[""810m"",""1215m"",""1620m"",""2000m""]"	1	1215m	405mの3倍なので、405×3＝1215mとなります。旅人算の往復問題で重要な数値です。	normal
math	MA10	特殊算	5%の食塩水に塩を20g加え、さらに水を20g蒸発させたところ、濃度が9%になりました。最初の食塩水は何gでしたか？	"[""400g"",""500g"",""600g"",""800g""]"	1	500g	塩を20g加え水を20g引いたので、全体の重さは変わりません。濃度の差4%分が20gに相当することを利用します。	normal
math	MA10	特殊算	500gの5%食塩水には、塩は何g溶けていますか？	"[""5g"",""20g"",""25g"",""50g""]"	2	25g	500 × 0.05 ＝ 25g となります。食塩水の濃度の基本計算です。	easy
math	MA10	特殊算	1320Lの池に毎分1.4Lの水が流れ込みます。ポンプA(毎分8L)とポンプB(毎分5L)を計16台使い12.5分で空にするには、ポンプAは何台必要ですか？	"[""7台"",""8台"",""9台"",""10台""]"	2	9台	12.5分間で排出する総量を計算し、1分あたりの排出量をつるかめ算で解くと、Aが9台、Bが7台と出ます。	hard
math	MA10	特殊算	ポンプA(毎分8L)が9台と、ポンプB(毎分5L)が7台あります。これらをすべて使うと、1分間に合計何Lの水を排出できますか？	"[""100L"",""107L"",""114L"",""128L""]"	1	107L	(8×9) ＋ (5×7) ＝ 72 ＋ 35 ＝ 107L となります。	normal
math	MA10	特殊算	4教科の平均が78.75点、国・社の平均が78点、算・国・理の平均が81点です。算数が理科より21点高いとき、理科は何点ですか？	"[""65点"",""69点"",""72点"",""84点""]"	1	69点	4教科の合計から各組み合わせの合計を引き、各科目の点数を消去法で求めていきます。	hard
math	MA10	特殊算	国語84点、社会72点、理科69点、算数90点のとき、4教科の平均点は何点ですか？	"[""75.5点"",""78.75点"",""80点"",""81.25点""]"	1	78.75点	(84+72+69+90) ÷ 4 ＝ 315 ÷ 4 ＝ 78.75点となります。	easy
